FIPS_PLACE,dem,rep,dem_share,FIPS_ST
79694,429,384,52.76753,18
80108,200,331,37.66478,18
80234,283,186,60.34115,18
80306,1725,3110,35.67735,18
80504,1661,2465,40.25691,18
81278,344,295,53.83412,18
82556,72,142,33.64486,18
82700,4473,8055,35.70402,18
82790,21,40,34.42623,18
82862,6238,3754,62.42994,18
83276,195,275,41.48936,18
83384,564,277,67.06302,18
83420,515,308,62.57594,18
83600,347,370,48.39609,18
83816,613,1167,34.4382,18
84014,407,598,40.49751,18
84122,1196,579,67.38028,18
84410,229,249,47.90795,18
84752,1015,958,51.4445,18
84878,808,999,44.715,18
84950,464,1589,22.60107,18
84968,170,157,51.98777,18
85184,235,379,38.27362,18
86084,2016,2225,47.53596,18
86318,21,19,52.5,18
86372,3101,5300,36.91227,18
125,930,1938,32.42678,20
1550,0,0,,20
1800,1757,4104,29.97782,20
1975,245,763,24.30556,20
2175,88,61,59.0604,20
2300,1553,2144,42.00703,20
2900,2095,1949,51.80514,20
3150,149,527,22.04142,20
3250,206,332,38.28996,20
3300,1394,2405,36.69387,20
4400,841,1121,42.86442,20
4450,0,0,,20
4625,516,964,34.86486,20
5337,1516,2410,38.61437,20
5600,255,716,26.26159,20
5775,408,1315,23.67963,20
7825,18,63,22.22222,20
7975,1575,1477,51.6055,20
9000,50,271,15.57632,20
9400,329,870,27.43953,20
9575,106,231,31.45401,20
9900,179,288,38.32976,20
10375,177,567,23.79032,20
10600,190,301,38.69654,20
11175,61,184,24.89796,20
12425,81,132,38.02817,20
12500,1337,2004,40.01796,20
12825,157,183,46.17647,20
12925,273,515,34.64467,20
12950,206,245,45.67627,20
13275,148,600,19.7861,20
13625,600,1483,28.80461,20
14600,1403,2011,41.09549,20
14650,568,1739,24.62072,20
14900,13,40,24.5283,20
14950,51,145,26.02041,20
15075,419,739,36.18307,20
15200,723,1584,31.3394,20
15925,373,595,38.53306,20
17800,3345,6439,34.18847,20
17850,1037,1456,41.59647,20
18050,118,461,20.37997,20
18250,2426,3747,39.30018,20
19300,165,333,33.13253,20
19825,292,426,40.66852,20
20000,865,909,48.75986,20
20075,2083,3060,40.50165,20
20350,157,720,17.90194,20
20450,325,586,35.67508,20
20500,360,757,32.22919,20
21275,4437,4004,52.56486,20
21675,449,552,44.85514,20
21800,213,488,30.38516,20
22700,1428,1135,55.71596,20
23600,81,124,39.5122,20
23725,22,91,19.46903,20
23975,194,132,59.5092,20
24000,1343,1932,41.00763,20
24575,313,688,31.26873,20
24850,936,635,59.57989,20
25100,442,545,44.78217,20
25325,2599,4704,35.58811,20
25425,2903,4175,41.01441,20
25925,481,930,34.0893,20
26075,51,105,32.69231,20
26300,528,589,47.26947,20
26500,37,185,16.66667,20
26875,520,1308,28.44639,20
28300,1689,3923,30.09622,20
28350,58,77,42.96296,20
28675,39,149,20.74468,20
29600,322,508,38.79518,20
30175,185,385,32.45614,20
31100,2954,5647,34.34484,20
31125,1458,2411,37.68416,20
31375,27,27,50,20
31400,355,581,37.92735,20
31475,24,45,34.78261,20
31600,722,1033,41.1396,20
31675,505,915,35.56338,20
32175,41,116,26.11465,20
32275,333,957,25.81395,20
32550,318,734,30.22814,20
32825,611,889,40.73333,20
33200,219,418,34.37991,20
33425,207,1150,15.25424,20
33525,5,26,16.12903,20
33575,37,65,36.27451,20
33625,6676,9064,42.41423,20
33875,1115,2168,33.96284,20
34300,861,1296,39.91655,20
35750,2817,2879,49.45576,20
35975,25,39,39.0625,20
36000,37405,14083,72.648,20
36225,67,127,34.53608,20
36875,22,41,34.92063,20
36950,384,896,30,20
37075,196,404,32.66667,20
37125,71,251,22.04969,20
37975,275,424,39.34192,20
38175,94,366,20.43478,20
38650,1591,2332,40.5557,20
38700,642,1139,36.04716,20
38900,28712,11861,70.76627,20
39000,5594,5407,50.84992,20
39075,8082,12258,39.73451,20
39350,11661,13687,46.00363,20
39825,1358,3165,30.02432,20
41300,132,430,23.48754,20
41375,671,923,42.09536,20
42425,3,9,25,20
42875,692,1127,38.04288,20
43525,423,802,34.53061,20
43675,517,1121,31.56288,20
43725,84,119,41.37931,20
43750,9,73,10.97561,20
43950,1938,4029,32.47863,20
44200,468,1039,31.05508,20
44250,8727,8857,49.63035,20
44750,301,665,31.15942,20
45050,638,876,42.14003,20
45500,251,652,27.79623,20
46000,3041,2373,56.16919,20
47075,230,732,23.90852,20
47225,3044,2016,60.1581,20
47350,924,1473,38.54819,20
47425,69,57,54.7619,20
48275,6,62,8.823529,20
49025,113,68,62.43094,20
49100,895,1819,32.97716,20
49150,24,61,28.23529,20
49650,322,618,34.25532,20
50475,3499,4520,43.63387,20
50525,172,256,40.18692,20
51225,648,374,63.40509,20
51500,224,826,21.33333,20
51825,58,244,19.2053,20
52000,110,485,18.48739,20
52275,226,303,42.72212,20
52575,24233,32380,42.80466,20
53200,391,678,36.57624,20
53225,697,680,50.61728,20
53325,171,527,24.49857,20
53450,274,428,39.03134,20
53550,2088,2854,42.2501,20
53775,42151,48988,46.24914,20
54250,981,1324,42.55965,20
54450,1067,1770,37.61015,20
54675,2104,1797,53.93489,20
55100,214,398,34.96732,20
55675,276,889,23.69099,20
56025,3539,3197,52.5386,20
57575,7467,6265,54.37664,20
57625,955,1810,34.53888,20
60825,2298,1581,59.24207,20
61250,541,1146,32.06876,20
61275,20,27,42.55319,20
61825,444,1501,22.82776,20
62025,270,904,22.9983,20
62275,38,99,27.73723,20
62700,7091,11265,38.63042,20
63325,95,86,52.48619,20
63600,283,1404,16.77534,20
63650,0,11,0,20
63800,184,443,29.34609,20
63950,370,742,33.27338,20
64500,14247,17418,44.99289,20
65650,10,28,26.31579,20
66750,389,583,40.02058,20
67125,82,264,23.69942,20
67625,720,1216,37.19008,20
68200,274,639,30.01095,20
69850,92,290,24.08377,20
70675,19,102,15.70248,20
70800,865,1102,43.9756,20
71000,29910,24423,55.04942,20
71350,17,21,44.73684,20
71450,37,146,20.21858,20
71975,550,1568,25.96789,20
73250,937,2146,30.39247,20
74450,256,731,25.93718,20
74950,36,22,62.06897,20
75200,46,78,37.09677,20
75325,449,1118,28.65348,20
75825,173,430,28.68988,20
76350,147,110,57.19844,20
76475,1294,1908,40.41224,20
77150,41,55,42.70833,20
77250,23,41,35.9375,20
77500,614,351,63.62694,20
77525,157,92,63.05221,20
79000,66264,73296,47.48065,20
79950,1878,2453,43.36181,20
80700,210,416,33.54633,20
100,1981,2232,47.02113,22
240,238,819,22.51656,22
835,53,328,13.91076,22
975,9849,6844,59.00078,22
1780,295,336,46.75119,22
1815,135,25,84.375,22
1885,433,84,83.75242,22
2165,24,74,24.4898,22
2550,195,809,19.42231,22
2655,593,205,74.31078,22
3110,236,731,24.40538,22
3145,19,110,14.72868,22
3320,30,74,28.84615,22
3810,657,941,41.11389,22
3985,2680,1037,72.10116,22
4020,448,416,51.85185,22
4055,176,1290,12.00546,22
4230,199,83,70.56738,22
4300,133,380,25.92593,22
4580,175,198,46.91689,22
4685,1660,864,65.76862,22
5000,46870,32939,58.72771,22
5175,283,1193,19.17344,22
5210,1373,4409,23.74611,22
5525,421,1734,19.53596,22
5945,31,102,23.30827,22
6120,534,2697,16.52739,22
6260,732,661,52.54846,22
6750,51,229,18.21429,22
6925,371,363,50.54496,22
7100,122,218,35.88235,22
7730,108,953,10.17908,22
8150,1164,1051,52.55079,22
8535,91,25,78.44828,22
8745,23,94,19.65812,22
8920,6008,12999,31.60941,22
9095,62,605,9.295352,22
9130,417,497,45.62363,22
9165,361,113,76.16034,22
9340,1557,1486,51.16661,22
9480,296,210,58.49802,22
10075,790,3214,19.73027,22
10145,738,322,69.62264,22
10225,560,1648,25.36232,22
10600,712,895,44.30616,22
10950,153,336,31.28834,22
12000,3,2,60,22
12280,335,50,87.01299,22
12420,38,160,19.19192,22
12665,1637,2036,44.56847,22
12840,98,560,14.89362,22
13575,319,975,24.65224,22
13960,1437,10234,12.31257,22
14100,133,682,16.31902,22
14135,567,2802,16.82992,22
14450,105,63,62.5,22
14485,131,131,50,22
14520,111,276,28.68217,22
14660,221,89,71.29032,22
15290,35,347,9.162304,22
15465,130,239,35.23035,22
15605,427,4573,8.54,22
15780,94,287,24.67192,22
15850,255,67,79.19255,22
15990,523,238,68.72536,22
16830,6,42,12.5,22
17215,16,122,11.5942,22
17880,170,176,49.13295,22
17915,217,185,53.9801,22
18055,177,5,97.25275,22
18125,621,1716,26.57253,22
18335,18,127,12.41379,22
18650,1048,1483,41.40656,22
18930,311,1391,18.27262,22
20155,162,347,31.82711,22
20190,705,470,60,22
20330,16,71,18.3908,22
20435,700,2518,21.75264,22
20575,174,858,16.86047,22
20610,576,1231,31.87604,22
20680,42,98,30,22
20820,1125,3589,23.86508,22
21240,1269,455,73.60789,22
21590,88,279,23.9782,22
21765,14,170,7.608696,22
21800,101,199,33.66667,22
21835,21,109,16.15385,22
21940,58,90,39.18919,22
22255,224,302,42.58555,22
22465,150,1,99.33775,22
22722,298,1965,13.16836,22
22815,614,15,97.61526,22
22850,14,97,12.61261,22
23620,271,205,56.93277,22
23725,129,188,40.69401,22
24145,101,124,44.88889,22
24180,107,675,13.68286,22
24215,8,55,12.69841,22
24390,1768,3722,32.20401,22
24460,83,227,26.77419,22
24565,1068,856,55.50936,22
24775,33,80,29.20354,22
25160,279,42,86.91589,22
25440,736,284,72.15686,22
25860,85,178,32.31939,22
26140,239,299,44.42379,22
26280,218,320,40.52045,22
26350,5,103,4.62963,22
26420,22,232,8.661417,22
26757,71,103,40.8046,22
27155,1677,1547,52.01613,22
27190,554,446,55.4,22
27435,73,353,17.13615,22
28065,368,1214,23.26169,22
28275,1027,439,70.05457,22
28345,896,600,59.89305,22
28660,10,110,8.333333,22
28835,232,48,82.85714,22
29010,46,42,52.27273,22
29220,254,342,42.61745,22
29640,66,269,19.70149,22
29745,7,176,3.825137,22
29850,1805,1787,50.25056,22
30515,1695,18,98.94921,22
30550,335,99,77.18894,22
30760,460,93,83.18264,22
30830,119,361,24.79167,22
30900,32,110,22.53521,22
31180,850,1090,43.81443,22
31705,456,836,35.29412,22
31915,2651,3327,44.34594,22
32020,172,226,43.21608,22
32055,41,176,18.89401,22
32510,693,661,51.18168,22
32650,23,83,21.69811,22
32755,2892,3055,48.62956,22
32930,824,4052,16.8991,22
33210,65,106,38.0117,22
33245,3439,3539,49.28346,22
33420,271,944,22.30453,22
33525,464,377,55.17241,22
33735,20,120,14.28571,22
33875,153,419,26.74825,22
34015,84,323,20.63882,22
35100,78,133,36.96682,22
35870,547,192,74.01894,22
36150,43,106,28.85906,22
36255,3607,7098,33.69454,22
36885,17,108,13.6,22
37025,200,201,49.87531,22
37270,644,1984,24.50533,22
37410,90,471,16.04278,22
37445,378,693,35.29412,22
37830,202,405,33.27842,22
38075,1491,497,75,22
38092,190,1178,13.88889,22
38145,1739,2670,39.44205,22
38285,130,828,13.56994,22
38355,638,453,58.47846,22
38670,581,601,49.15398,22
38775,711,282,71.60121,22
38985,79,97,44.88636,22
39055,434,862,33.48765,22
39085,65,234,21.73913,22
39475,7924,13593,36.8267,22
39545,718,244,74.63617,22
39650,16,118,11.9403,22
39755,256,536,32.32323,22
40280,63,452,12.23301,22
40420,181,324,35.84158,22
40665,547,1414,27.89393,22
40735,17575,28575,38.08234,22
40878,132,301,30.48499,22
41050,219,371,37.11864,22
41155,15427,11413,57.47765,22
41400,1272,148,89.57746,22
41645,25,63,28.40909,22
42030,4695,4945,48.70332,22
42135,236,932,20.20548,22
42520,186,72,72.09302,22
42800,433,162,72.77311,22
43010,98,136,41.88034,22
43395,256,323,44.21416,22
44235,27,75,26.47059,22
44655,78,574,11.96319,22
44690,142,509,21.8126,22
44900,36,178,16.82243,22
45040,252,320,44.05594,22
45670,114,262,30.31915,22
46615,1416,3841,26.93551,22
46720,1120,877,56.08413,22
46755,158,413,27.67075,22
47315,27,79,25.4717,22
48085,195,144,57.52212,22
48225,1131,4395,20.46688,22
48260,107,136,44.03292,22
48365,772,228,77.2,22
48400,281,213,56.88259,22
48470,21,169,11.05263,22
48610,561,91,86.04294,22
48645,145,158,47.85479,22
48750,512,636,44.5993,22
48785,6769,5104,57.01171,22
48925,20,294,6.369427,22
49170,130,407,24.20857,22
49240,69,258,21.10092,22
49730,420,295,58.74126,22
49800,432,1240,25.83732,22
49870,72,167,30.12552,22
49905,87,161,35.08065,22
49940,4858,254,95.0313,22
50010,107,288,27.08861,22
50115,12275,46481,20.89148,22
50815,113,913,11.01365,22
50885,1633,1763,48.08598,22
50990,637,164,79.52559,22
51410,7909,5271,60.00759,22
51620,76,166,31.40496,22
51645,1079,224,82.8089,22
51830,63,212,22.90909,22
51970,216,216,50,22
52040,548,1128,32.6969,22
52075,86,224,27.74194,22
52320,62,235,20.87542,22
52425,223,851,20.7635,22
53370,304,40,88.37209,22
53475,507,1000,33.643,22
53510,250,0,100,22
53545,2518,1964,56.18028,22
53930,212,64,76.81159,22
54035,4199,5272,44.33534,22
54175,201,179,52.89474,22
55000,90964,24390,78.85639,22
55105,479,316,60.25157,22
55525,29,163,15.10417,22
55910,37,97,27.61194,22
56170,1092,266,80.41237,22
56540,884,819,51.9084,22
56820,20,128,13.51351,22
56855,720,2060,25.89928,22
57205,7,67,9.459459,22
57450,359,216,62.43478,22
57590,160,171,48.33837,22
57705,415,1919,17.78063,22
58045,4403,2115,67.5514,22
58780,45,32,58.44156,22
58920,73,365,16.66667,22
59165,119,192,38.26367,22
59340,121,216,35.90504,22
59375,136,576,19.10112,22
59445,286,1608,15.10032,22
60495,49,345,12.43655,22
60530,1589,3586,30.70531,22
60565,25,25,50,22
60670,199,257,43.64035,22
60880,1757,1105,61.39064,22
60985,12,107,10.08403,22
61055,141,169,45.48387,22
61580,22,138,13.75,22
61615,745,2536,22.70649,22
61790,1299,1121,53.67769,22
61825,360,579,38.33866,22
62105,60,235,20.33898,22
62245,67,15,81.70732,22
62280,191,499,27.68116,22
62385,1943,9030,17.7071,22
62510,70,621,10.13025,22
62647,282,1098,20.43478,22
62770,30,251,10.67616,22
63120,6,74,7.5,22
63155,883,928,48.75759,22
63645,1288,1799,41.72336,22
63680,538,171,75.88152,22
63855,394,1377,22.24732,22
64310,1363,714,65.6235,22
64590,11,173,5.978261,22
64660,1155,9,99.2268,22
64765,56,188,22.95082,22
64905,272,186,59.38865,22
65150,1474,5693,20.56649,22
65325,11,63,14.86486,22
66060,228,252,47.5,22
66165,300,165,64.51613,22
66200,53,350,13.15136,22
66655,2403,1678,58.88263,22
67215,153,372,29.14286,22
67250,742,729,50.44188,22
67495,311,27,92.01183,22
67600,1488,433,77.45966,22
67740,1172,916,56.13027,22
68125,27,327,7.627119,22
68300,748,1565,32.33895,22
68475,776,2608,22.93144,22
69225,868,4170,17.22906,22
69455,1,71,1.388889,22
70000,43547,30498,58.81153,22
70175,144,341,29.69072,22
70245,177,100,63.89892,22
70525,440,320,57.89474,22
70595,18,251,6.69145,22
70630,63,255,19.81132,22
70675,21,50,29.57746,22
70770,44,458,8.76494,22
70805,2634,6937,27.52064,22
71225,205,373,35.46713,22
71820,116,12,90.625,22
72092,598,790,43.08357,22
72415,31,180,14.69194,22
72485,398,672,37.19626,22
73255,100,468,17.60563,22
73395,121,743,14.00463,22
73640,686,2519,21.40406,22
74060,727,570,56.05243,22
74340,294,1247,19.07852,22
74690,1247,490,71.79044,22
74760,308,11,96.55172,22
75180,2909,3821,43.22437,22
75425,1708,2147,44.3061,22
75670,45,212,17.50973,22
75740,1612,1870,46.29523,22
76440,223,271,45.1417,22
76685,23,156,12.84916,22
77035,349,75,82.31132,22
77910,24,130,15.58442,22
78470,82,743,9.939394,22
78540,21,185,10.19417,22
78680,383,1305,22.68957,22
78715,1245,757,62.18781,22
78820,288,300,48.97959,22
78855,981,656,59.9267,22
79100,2775,1111,71.41019,22
79240,47,631,6.932153,22
79310,9,80,10.11236,22
79870,329,240,57.82074,22
79940,156,5,96.89441,22
80815,313,657,32.26804,22
80955,1131,2031,35.7685,22
81165,2584,3194,44.72136,22
81375,353,49,87.81095,22
82460,613,312,66.27027,22
82495,628,243,72.10103,22
82565,33,123,21.15385,22
83002,3217,1091,74.67502,22
83125,92,571,13.87632,22
83335,369,1853,16.60666,22
83405,1757,3721,32.07375,22
83685,339,216,61.08108,22
135,3142,1159,73.05278,25
530,889,129,87.32809,25
590,1735,394,81.49366,25
840,6315,3177,66.52971,25
1260,3373,1599,67.8399,25
1360,4122,446,90.23643,25
1430,2149,1229,63.61753,25
1640,14553,2280,86.45518,25
2515,1586,854,65,25
2690,6688,3160,67.91227,25
3690,7895,5454,59.14301,25
4790,2822,1348,67.67386,25
4965,1098,527,67.56923,25
5105,6020,1600,79.00262,25
5595,7120,2984,70.46714,25
6170,2169,347,86.20827,25
7000,200362,24487,89.10958,25
7385,633,901,41.26467,25
7740,9411,2868,76.64305,25
7945,725,467,60.82215,25
8050,741,394,65.28634,25
9000,26632,4510,85.51795,25
9210,20286,3230,86.26467,25
9875,5083,1724,74.67313,25
10015,452,283,61.4966,25
11000,35814,2827,92.68394,25
12960,597,654,47.72182,25
13205,6331,667,90.46871,25
13660,14474,3680,79.72899,25
14430,923,204,81.89885,25
14570,2317,830,73.62568,25
15340,537,363,59.66667,25
16285,4309,2233,65.86671,25
16530,6277,1651,79.17508,25
16740,582,440,56.94716,25
16810,545,299,64.57346,25
16840,897,505,63.98003,25
18595,351,223,61.14983,25
18840,1185,743,61.46266,25
18980,882,393,69.17647,25
19370,4003,970,80.49467,25
19400,1250,1026,54.92091,25
20380,457,544,45.65435,25
21990,9734,933,91.2534,25
23000,27903,3222,89.64819,25
23875,7144,2138,76.96617,25
24855,546,395,58.02338,25
24960,12547,3428,78.54147,25
25172,4746,3062,60.78381,25
25485,3969,1283,75.57121,25
26150,5828,2003,74.42217,25
27100,3805,1155,76.71371,25
27445,1080,812,57.08245,25
29055,641,362,63.90828,25
29405,12822,4838,72.60476,25
30175,1782,1398,56.03774,25
30420,2433,719,77.18909,25
30840,11039,2074,84.18363,25
31295,441,86,83.68121,25
31575,2230,960,69.90596,25
31680,2781,811,77.42205,25
32275,584,379,60.64382,25
33185,1044,743,58.42194,25
34550,19423,2344,89.23141,25
34620,744,195,79.23323,25
35075,8180,3126,72.35096,25
35250,8527,2261,79.04153,25
36020,489,305,61.5869,25
36335,3920,2651,59.65606,25
37000,15721,3784,80.59985,25
37385,759,574,56.93923,25
37490,23547,3203,88.02617,25
37595,1986,1745,53.2297,25
37875,13186,1784,88.08283,25
38230,2033,998,67.07357,25
38435,3950,2339,62.80808,25
38715,6395,2683,70.44503,25
38820,1457,612,70.42049,25
38960,1955,1205,61.86709,25
39660,2358,752,75.81994,25
39730,1721,1425,54.70439,25
39835,16326,2538,86.5458,25
40115,6852,2247,75.30498,25
40710,11394,3716,75.40702,25
41200,2342,665,77.88494,25
41532,433,237,64.62687,25
41725,8661,1606,84.35765,25
42670,533,374,58.76516,25
43615,974,241,80.16461,25
43755,2255,1254,64.26332,25
44140,7187,2732,72.4569,25
45000,29123,3548,89.14022,25
45245,4111,1703,70.70863,25
45560,25847,4541,85.0566,25
46225,3199,664,82.81129,25
46295,563,64,89.79266,25
46330,9822,934,91.31647,25
46785,1157,739,61.02321,25
47730,851,460,64.91228,25
47800,510,228,69.10569,25
48220,453,434,51.07103,25
48710,671,390,63.24222,25
49165,1201,715,62.68267,25
49700,696,478,59.2845,25
49710,843,376,69.15505,25
50005,1140,677,62.74078,25
50285,7067,2024,77.73622,25
51160,801,306,72.35772,25
51230,592,304,66.07143,25
51405,1317,1215,52.01422,25
52144,2546,1017,71.45664,25
52490,11836,2986,79.85427,25
53680,642,241,72.70668,25
53960,13068,2909,81.79258,25
54275,1305,655,66.58163,25
54450,390,355,52.34899,25
55745,27100,6504,80.64516,25
55990,9732,1224,88.82804,25
56095,737,371,66.51625,25
56165,5399,2660,66.99342,25
56585,11251,1654,87.18326,25
57845,1013,458,68.86472,25
58965,515,370,58.19209,25
59105,10131,1949,83.86589,25
59210,795,349,69.49301,25
59700,601,481,55.54529,25
60050,6249,1645,79.16139,25
60820,1792,356,83.42644,25
62300,3406,799,80.99881,25
62465,5553,1184,82.42541,25
62535,23414,1878,92.57473,25
62675,952,86,91.71484,25
63345,4647,1153,80.12069,25
63655,617,381,61.82365,25
63690,737,1023,41.875,25
66035,2084,1160,64.24168,25
67000,46268,7802,85.57056,25
67700,5314,1618,76.65897,25
68680,3465,1164,74.85418,25
69170,11724,2750,81.00041,25
69205,1847,691,72.77384,25
70815,1191,265,81.79945,25
72250,5562,2034,73.22275,25
72460,1270,557,69.51286,25
72600,12667,3439,78.64771,25
73440,9976,1758,85.0179,25
73930,2143,618,77.61681,25
74210,5346,3367,61.35659,25
75050,1791,1055,62.93043,25
75680,990,313,75.97851,25
75960,867,412,67.78733,25
76030,7089,4430,61.5418,25
77890,5489,2485,68.83622,25
78410,654,358,64.62451,25
78795,647,394,62.15178,25
78850,777,306,71.74515,25
78972,12003,3519,77.32895,25
79495,1686,1334,55.82781,25
80195,4461,1884,70.30733,25
80545,4664,2264,67.32102,25
81005,5014,1018,83.12334,25
81035,9605,2568,78.90413,25
82000,41976,8400,83.32539,25
82595,1362,1110,55.09709,25
125,3531,2375,59.78666,24
250,4238,710,85.65077,24
400,3247,579,84.8667,24
1450,834,179,82.32971,24
1600,11394,5271,68.37084,24
1635,1915,1625,54.09605,24
1975,3406,4464,43.27827,24
2025,581,786,42.50183,24
2275,4747,5736,45.28284,24
2762,662,581,53.25825,24
2825,9410,3517,72.79338,24
3500,589,349,62.79318,24
3800,4581,3618,55.87267,24
4000,197653,26137,88.32075,24
4050,993,1001,49.7994,24
5525,278,770,26.52672,24
5550,1622,2808,36.614,24
5825,4917,10313,32.28496,24
5950,6660,10202,39.49709,24
6400,2757,1064,72.15389,24
6615,3290,1186,73.50313,24
7125,21056,6542,76.29538,24
7850,6653,329,95.28788,24
8625,619,851,42.10884,24
8775,14770,4683,75.92659,24
8800,1059,1829,36.66898,24
8850,295,504,36.92115,24
9325,1658,237,87.4934,24
9500,2499,230,91.572,24
10150,3195,125,96.23494,24
10475,3270,2957,52.51325,24
10500,1154,278,80.58659,24
10900,1034,898,53.51967,24
10925,3135,1300,70.68771,24
11750,1879,679,73.45582,24
12075,1511,402,78.98589,24
12150,362,290,55.52147,24
12350,7238,1856,79.59094,24
12400,3159,2242,58.48917,24
12600,10668,616,94.54094,24
12912,2007,2232,47.34607,24
13325,5953,6873,46.41354,24
14125,10321,8412,55.09529,24
14225,481,696,40.86661,24
15075,67,112,37.43017,24
15925,835,1005,45.38043,24
16050,905,971,48.24094,24
16125,532,910,36.8932,24
16550,1150,214,84.31085,24
16625,3330,1173,73.9507,24
16875,5554,342,94.19946,24
17350,5291,3514,60.09086,24
17900,18544,1338,93.27029,24
18150,9336,3878,70.65234,24
18250,3154,3049,50.84636,24
18475,2809,922,75.28813,24
18750,3679,1233,74.89821,24
19125,34752,13166,72.52389,24
19825,4605,73,98.4395,24
20525,508,1066,32.27446,24
20875,7614,7732,49.61553,24
20925,5641,1251,81.84852,24
21075,464,646,41.8018,24
21325,2413,2713,47.07374,24
21475,1095,796,57.90587,24
21550,29,53,35.36585,24
21825,3915,3034,56.33904,24
22050,1534,1963,43.86617,24
22100,72,185,28.01556,24
22600,730,893,44.97843,24
23025,2606,78,97.09389,24
23975,9178,11092,45.27874,24
24475,2121,1956,52.02355,24
24650,2443,357,87.25,24
24850,722,178,80.22222,24
24950,1434,2735,34.39674,24
25050,2396,3396,41.3674,24
25150,6439,3439,65.18526,24
25425,1029,180,85.11166,24
25575,4673,8535,35.38007,24
25750,1847,1691,52.20464,24
25800,4404,4393,50.06252,24
26000,15325,12778,54.53154,24
26600,7663,7247,51.39504,24
27250,9692,2160,81.77523,24
27580,2637,416,86.37406,24
27700,547,1483,26.94581,24
28075,2525,2631,48.97207,24
28275,176,374,32,24
28425,135,363,27.10843,24
28640,2384,605,79.75912,24
29000,1996,73,96.47173,24
29525,8751,1060,89.1958,24
29712,949,1427,39.94108,24
29790,3931,1154,77.3058,24
30325,14858,8984,62.3186,24
30575,3693,231,94.11315,24
30900,1036,1343,43.54771,24
31025,488,540,47.47082,24
31175,14426,5621,71.96089,24
31625,3776,2276,62.3926,24
32025,24987,9154,73.18766,24
32350,3814,52,98.65494,24
32650,13113,12599,50.99953,24
33250,3661,1158,75.97012,24
33400,5784,1034,84.83426,24
33850,519,1077,32.5188,24
34775,10892,2107,83.79106,24
36075,6895,5057,57.68909,24
36125,1241,1609,43.54386,24
36512,541,730,42.56491,24
37600,2813,2772,50.36705,24
38437,232,350,39.86254,24
38850,2515,467,84.33937,24
38975,5810,102,98.2747,24
40700,1619,2129,43.19637,24
41037,701,1095,39.03118,24
41250,6974,1270,84.59486,24
41475,6847,5271,56.50272,24
41500,1207,414,74.46021,24
42550,42,55,43.29897,24
42875,2203,2679,45.12495,24
43200,2211,711,75.66735,24
43725,550,981,35.92423,24
43900,2844,84,97.13115,24
44350,714,2124,25.15856,24
44817,7643,181,97.68661,24
44975,3616,7505,32.51506,24
45325,8701,150,98.30528,24
45525,2344,287,89.0916,24
45550,1534,135,91.91132,24
45650,1236,1314,48.47059,24
45750,1901,1763,51.88319,24
45825,3830,77,98.02918,24
45900,8907,1865,82.68659,24
46075,378,711,34.71074,24
46150,2794,770,78.39506,24
46250,1734,1720,50.20266,24
46375,6966,2253,75.56134,24
46725,911,731,55.48112,24
47040,1406,1461,49.04081,24
47125,2167,4039,34.91782,24
47450,12756,968,92.94666,24
48800,1590,1705,48.25493,24
48875,1341,1794,42.77512,24
50680,593,193,75.44529,24
50685,6213,305,95.32065,24
50750,3171,98,97.00214,24
50775,2216,252,89.7893,24
51075,4610,1442,76.17317,24
51575,1294,1985,39.46325,24
51587,3254,3937,45.25101,24
52300,3318,3717,47.16418,24
52425,583,862,40.34602,24
52562,9065,391,95.86506,24
52975,6399,297,95.56452,24
53325,5751,1976,74.42733,24
53625,1069,93,91.99656,24
54275,1315,45,96.69118,24
55018,3468,431,88.94588,24
55400,7067,713,90.83548,24
56300,835,1005,45.38043,24
56337,13434,4782,73.74835,24
56712,4159,1365,75.28965,24
56725,822,351,70.07673,24
56875,7994,3657,68.61214,24
58225,1295,2148,37.61255,24
58275,2662,3957,40.21756,24
58300,6339,5606,53.06823,24
58900,11848,7242,62.06391,24
59325,2876,3194,47.38056,24
59375,790,1070,42.47312,24
59425,12012,2210,84.46069,24
59500,10034,573,94.59791,24
60275,7483,5616,57.1265,24
60325,3087,3607,46.11592,24
60475,2869,4665,38.0807,24
60950,2200,34,98.47807,24
60975,6616,9534,40.96594,24
61075,645,496,56.52936,24
61400,8603,5359,61.61725,24
62475,890,532,62.5879,24
63300,12703,6480,66.22009,24
64000,47,28,62.66667,24
64495,3186,395,88.96956,24
64950,10834,1093,90.83592,24
65312,4472,2026,68.82118,24
65600,4480,2331,65.77595,24
66400,641,959,40.0625,24
66635,698,102,87.25,24
66762,1982,1512,56.72582,24
66850,947,1460,39.34358,24
67000,1238,1339,48.04036,24
67675,20166,8293,70.85983,24
68300,3562,273,92.88136,24
68400,6013,4860,55.30212,24
68700,3125,2727,53.40055,24
69425,71,57,55.46875,24
69550,452,772,36.9281,24
69925,5758,3843,59.97292,24
70530,6654,3705,64.234,24
70775,2976,398,88.20391,24
70850,2500,24,99.04913,24
71150,11841,6749,63.69554,24
71200,8498,12781,39.93609,24
71450,652,771,45.81869,24
71650,100,311,24.3309,24
72350,1287,24,98.16934,24
72450,21499,3351,86.51509,24
72887,36,59,37.89474,24
73600,3590,1560,69.70874,24
73650,7041,1220,85.23181,24
74282,1296,30,97.73756,24
74560,430,360,54.43038,24
75725,9925,185,98.17013,24
75810,4873,51,98.96426,24
